,County,State,fips,merged_fips,,PAPercent,Year
11617,"Ottawa, OK",Oklahoma,40115,40115,40115-2008,68.58,2008
11618,"Pawnee, OK",Oklahoma,40117,40117,40117-2008,69.155,2008
11619,"Payne, OK",Oklahoma,40119,40119,40119-2008,74.54,2008
11620,"Pittsburg, OK",Oklahoma,40121,40121,40121-2008,69.57,2008
11621,"Pontotoc, OK",Oklahoma,40123,40123,40123-2008,68.43,2008
11622,"Pottawatomie, OK",Oklahoma,40125,40125,40125-2008,67.54,2008
11623,"Pushmataha, OK",Oklahoma,40127,40127,40127-2008,68.055,2008
11624,"Roger Mills, OK",Oklahoma,40129,40129,40129-2008,75.78,2008
11625,"Rogers, OK",Oklahoma,40131,40131,40131-2008,71.67,2008
11626,"Seminole, OK",Oklahoma,40133,40133,40133-2008,66.205,2008
11627,"Sequoyah, OK",Oklahoma,40135,40135,40135-2008,64.965,2008
11628,"Stephens, OK",Oklahoma,40137,40137,40137-2008,71.22,2008
11629,"Texas, OK",Oklahoma,40139,40139,40139-2008,70.15,2008
11630,"Tillman, OK",Oklahoma,40141,40141,40141-2008,66.17,2008
11631,"Tulsa, OK",Oklahoma,40143,40143,40143-2008,72.7,2008
11632,"Wagoner, OK",Oklahoma,40145,40145,40145-2008,70.08,2008
11633,"Washington, OK",Oklahoma,40147,40147,40147-2008,73.63,2008
11634,"Washita, OK",Oklahoma,40149,40149,40149-2008,72.49,2008
11635,"Woods, OK",Oklahoma,40151,40151,40151-2008,76.495,2008
11636,"Woodward, OK",Oklahoma,40153,40153,40153-2008,72.965,2008
11637,"Baker, OR",Oregon,41001,41001,41001-2008,79.585,2008
11638,"Benton, OR",Oregon,41003,41003,41003-2008,85.985,2008
11639,"Clackamas, OR",Oregon,41005,41005,41005-2008,83.9,2008
11640,"Clatsop, OR",Oregon,41007,41007,41007-2008,81.205,2008
11641,"Columbia, OR",Oregon,41009,41009,41009-2008,80.715,2008
11642,"Coos, OR",Oregon,41011,41011,41011-2008,79.665,2008
11643,"Crook, OR",Oregon,41013,41013,41013-2008,78.1,2008
11644,"Curry, OR",Oregon,41015,41015,41015-2008,80.89,2008
11645,"Deschutes, OR",Oregon,41017,41017,41017-2008,84.355,2008
11646,"Douglas, OR",Oregon,41019,41019,41019-2008,79.405,2008
11647,"Gilliam, OR",Oregon,41021,41021,41021-2008,76.585,2008
11648,"Grant, OR",Oregon,41023,41023,41023-2008,78.41,2008
11649,"Harney, OR",Oregon,41025,41025,41025-2008,79.555,2008
11650,"Hood River, OR",Oregon,41027,41027,41027-2008,81.21,2008
11651,"Jackson, OR",Oregon,41029,41029,41029-2008,84.28,2008
11652,"Jefferson, OR",Oregon,41031,41031,41031-2008,75.615,2008
11653,"Josephine, OR",Oregon,41033,41033,41033-2008,78.53,2008
11654,"Klamath, OR",Oregon,41035,41035,41035-2008,79.46,2008
11655,"Lake, OR",Oregon,41037,41037,41037-2008,79.615,2008
11656,"Lane, OR",Oregon,41039,41039,41039-2008,83.16,2008
11657,"Lincoln, OR",Oregon,41041,41041,41041-2008,80.95,2008
11658,"Linn, OR",Oregon,41043,41043,41043-2008,80.245,2008
11659,"Malheur, OR",Oregon,41045,41045,41045-2008,74.29,2008
11660,"Marion, OR",Oregon,41047,41047,41047-2008,79.335,2008
11661,"Morrow, OR",Oregon,41049,41049,41049-2008,74.15,2008
11662,"Multnomah, OR",Oregon,41051,41051,41051-2008,83.885,2008
11663,"Polk, OR",Oregon,41053,41053,41053-2008,81.365,2008
11664,"Sherman, OR",Oregon,41055,41055,41055-2008,78.955,2008
11665,"Tillamook, OR",Oregon,41057,41057,41057-2008,80.325,2008
11666,"Umatilla, OR",Oregon,41059,41059,41059-2008,74.83,2008
11667,"Union, OR",Oregon,41061,41061,41061-2008,79.035,2008
11668,"Wallowa, OR",Oregon,41063,41063,41063-2008,79.425,2008
11669,"Wasco, OR",Oregon,41065,41065,41065-2008,78.105,2008
11670,"Washington, OR",Oregon,41067,41067,41067-2008,84.505,2008
11671,"Wheeler, OR",Oregon,41069,41069,41069-2008,77.52,2008
11672,"Yamhill, OR",Oregon,41071,41071,41071-2008,80.76,2008
11673,"Adams, PA",Pennsylvania,42001,42001,42001-2008,75.12,2008
11674,"Allegheny, PA",Pennsylvania,42003,42003,42003-2008,76.87,2008
11675,"Armstrong, PA",Pennsylvania,42005,42005,42005-2008,74.005,2008
11676,"Beaver, PA",Pennsylvania,42007,42007,42007-2008,75.625,2008
11677,"Bedford, PA",Pennsylvania,42009,42009,42009-2008,72.505,2008
11678,"Berks, PA",Pennsylvania,42011,42011,42011-2008,76.7,2008
11679,"Blair, PA",Pennsylvania,42013,42013,42013-2008,74.755,2008
11680,"Bradford, PA",Pennsylvania,42015,42015,42015-2008,73.64,2008
11681,"Bucks, PA",Pennsylvania,42017,42017,42017-2008,78.875,2008
11682,"Butler, PA",Pennsylvania,42019,42019,42019-2008,78.28,2008
11683,"Cambria, PA",Pennsylvania,42021,42021,42021-2008,74.185,2008
11684,"Cameron, PA",Pennsylvania,42023,42023,42023-2008,73.625,2008
11685,"Carbon, PA",Pennsylvania,42025,42025,42025-2008,72.71,2008
11686,"Centre, PA",Pennsylvania,42027,42027,42027-2008,80.595,2008
11687,"Chester, PA",Pennsylvania,42029,42029,42029-2008,83.225,2008
11688,"Clarion, PA",Pennsylvania,42031,42031,42031-2008,73.63,2008
11689,"Clearfield, PA",Pennsylvania,42033,42033,42033-2008,74.605,2008
11690,"Clinton, PA",Pennsylvania,42035,42035,42035-2008,74.845,2008
11691,"Columbia, PA",Pennsylvania,42037,42037,42037-2008,73.205,2008
11692,"Crawford, PA",Pennsylvania,42039,42039,42039-2008,75.035,2008
11693,"Cumberland, PA",Pennsylvania,42041,42041,42041-2008,78.92,2008
11694,"Dauphin, PA",Pennsylvania,42043,42043,42043-2008,76.005,2008
11695,"Delaware, PA",Pennsylvania,42045,42045,42045-2008,78.035,2008
11696,"Elk, PA",Pennsylvania,42047,42047,42047-2008,75.855,2008
11697,"Erie, PA",Pennsylvania,42049,42049,42049-2008,75.36,2008
11698,"Fayette, PA",Pennsylvania,42051,42051,42051-2008,68.05,2008
11699,"Forest, PA",Pennsylvania,42053,42053,42053-2008,69.725,2008
11700,"Franklin, PA",Pennsylvania,42055,42055,42055-2008,75.105,2008
11701,"Fulton, PA",Pennsylvania,42057,42057,42057-2008,71.53,2008
11702,"Greene, PA",Pennsylvania,42059,42059,42059-2008,68.895,2008
11703,"Huntingdon, PA",Pennsylvania,42061,42061,42061-2008,72.42,2008
11704,"Indiana, PA",Pennsylvania,42063,42063,42063-2008,73.015,2008
11705,"Jefferson, PA",Pennsylvania,42065,42065,42065-2008,72.72,2008
11706,"Juniata, PA",Pennsylvania,42067,42067,42067-2008,71.11,2008
11707,"Lackawanna, PA",Pennsylvania,42069,42069,42069-2008,73.735,2008
11708,"Lancaster, PA",Pennsylvania,42071,42071,42071-2008,77.64,2008
11709,"Lawrence, PA",Pennsylvania,42073,42073,42073-2008,74.075,2008
11710,"Lebanon, PA",Pennsylvania,42075,42075,42075-2008,76.82,2008
11711,"Lehigh, PA",Pennsylvania,42077,42077,42077-2008,75.64,2008
11712,"Luzerne, PA",Pennsylvania,42079,42079,42079-2008,71.61,2008
11713,"Lycoming, PA",Pennsylvania,42081,42081,42081-2008,73.81,2008
11714,"McKean, PA",Pennsylvania,42083,42083,42083-2008,75.175,2008
11715,"Mercer, PA",Pennsylvania,42085,42085,42085-2008,76.325,2008
11716,"Mifflin, PA",Pennsylvania,42087,42087,42087-2008,71.535,2008
11717,"Monroe, PA",Pennsylvania,42089,42089,42089-2008,75.58,2008
11718,"Montgomery, PA",Pennsylvania,42091,42091,42091-2008,80.915,2008
11719,"Montour, PA",Pennsylvania,42093,42093,42093-2008,73.15,2008
11720,"Northampton, PA",Pennsylvania,42095,42095,42095-2008,75.965,2008
11721,"Northumberland, PA",Pennsylvania,42097,42097,42097-2008,72.515,2008
11722,"Perry, PA",Pennsylvania,42099,42099,42099-2008,74.5,2008
11723,"Philadelphia, PA",Pennsylvania,42101,42101,42101-2008,70.23,2008
11724,"Pike, PA",Pennsylvania,42103,42103,42103-2008,76.57,2008
11725,"Potter, PA",Pennsylvania,42105,42105,42105-2008,73.8,2008
11726,"Schuylkill, PA",Pennsylvania,42107,42107,42107-2008,69.83,2008
11727,"Snyder, PA",Pennsylvania,42109,42109,42109-2008,73.04,2008
11728,"Somerset, PA",Pennsylvania,42111,42111,42111-2008,71.61,2008
11729,"Sullivan, PA",Pennsylvania,42113,42113,42113-2008,73.65,2008
11730,"Susquehanna, PA",Pennsylvania,42115,42115,42115-2008,74.4,2008
11731,"Tioga, PA",Pennsylvania,42117,42117,42117-2008,74.745,2008
11732,"Union, PA",Pennsylvania,42119,42119,42119-2008,74.475,2008
11733,"Venango, PA",Pennsylvania,42121,42121,42121-2008,74.975,2008
11734,"Warren, PA",Pennsylvania,42123,42123,42123-2008,75.38,2008
11735,"Washington, PA",Pennsylvania,42125,42125,42125-2008,74.345,2008
11736,"Wayne, PA",Pennsylvania,42127,42127,42127-2008,74.71,2008
11737,"Westmoreland, PA",Pennsylvania,42129,42129,42129-2008,74.805,2008
11738,"Wyoming, PA",Pennsylvania,42131,42131,42131-2008,76.26,2008
11739,"York, PA",Pennsylvania,42133,42133,42133-2008,76.795,2008
11740,"Bristol, RI",Rhode Island,44001,44001,44001-2008,79.65,2008
11741,"Kent, RI",Rhode Island,44003,44003,44003-2008,75.675,2008
11742,"Newport, RI",Rhode Island,44005,44005,44005-2008,80.81,2008
11743,"Providence, RI",Rhode Island,44007,44007,44007-2008,71.89,2008
11744,"Washington, RI",Rhode Island,44009,44009,44009-2008,80.73,2008
11745,"Abbeville, SC",South Carolina,45001,45001,45001-2008,70.215,2008
11746,"Aiken, SC",South Carolina,45003,45003,45003-2008,76.55,2008
11747,"Allendale, SC",South Carolina,45005,45005,45005-2008,63.71,2008
11748,"Anderson, SC",South Carolina,45007,45007,45007-2008,73.235,2008
11749,"Bamberg, SC",South Carolina,45009,45009,45009-2008,68.16,2008
11750,"Barnwell, SC",South Carolina,45011,45011,45011-2008,69.315,2008
11751,"Beaufort, SC",South Carolina,45013,45013,45013-2008,84.29,2008
11752,"Berkeley, SC",South Carolina,45015,45015,45015-2008,74.525,2008
11753,"Calhoun, SC",South Carolina,45017,45017,45017-2008,69.485,2008
11754,"Charleston, SC",South Carolina,45019,45019,45019-2008,77.985,2008
11755,"Cherokee, SC",South Carolina,45021,45021,45021-2008,67.15,2008
11756,"Chester, SC",South Carolina,45023,45023,45023-2008,66.47,2008
11757,"Chesterfield, SC",South Carolina,45025,45025,45025-2008,66.505,2008
11758,"Clarendon, SC",South Carolina,45027,45027,45027-2008,67.32,2008
11759,"Colleton, SC",South Carolina,45029,45029,45029-2008,68.145,2008
11760,"Darlington, SC",South Carolina,45031,45031,45031-2008,68.695,2008
11761,"Dillon, SC",South Carolina,45033,45033,45033-2008,59.86,2008
11762,"Dorchester, SC",South Carolina,45035,45035,45035-2008,76.585,2008
11763,"Edgefield, SC",South Carolina,45037,45037,45037-2008,73.05,2008
11764,"Fairfield, SC",South Carolina,45039,45039,45039-2008,67.015,2008
11765,"Florence, SC",South Carolina,45041,45041,45041-2008,71.62,2008
11766,"Georgetown, SC",South Carolina,45043,45043,45043-2008,75.075,2008
11767,"Greenville, SC",South Carolina,45045,45045,45045-2008,77.45,2008
11768,"Greenwood, SC",South Carolina,45047,45047,45047-2008,72.405,2008
11769,"Hampton, SC",South Carolina,45049,45049,45049-2008,70.185,2008
11770,"Horry, SC",South Carolina,45051,45051,45051-2008,77.195,2008
11771,"Jasper, SC",South Carolina,45053,45053,45053-2008,70.345,2008
11772,"Kershaw, SC",South Carolina,45055,45055,45055-2008,72.765,2008
11773,"Lancaster, SC",South Carolina,45057,45057,45057-2008,70.525,2008
11774,"Laurens, SC",South Carolina,45059,45059,45059-2008,69.465,2008
11775,"Lee, SC",South Carolina,45061,45061,45061-2008,62.74,2008
11776,"Lexington, SC",South Carolina,45063,45063,45063-2008,77.31,2008
11777,"McCormick, SC",South Carolina,45065,45065,45065-2008,68.685,2008
11778,"Marion, SC",South Carolina,45067,45067,45067-2008,69.38,2008
11779,"Marlboro, SC",South Carolina,45069,45069,45069-2008,64,2008
11780,"Newberry, SC",South Carolina,45071,45071,45071-2008,67.845,2008
11781,"Oconee, SC",South Carolina,45073,45073,45073-2008,75.815,2008
11782,"Orangeburg, SC",South Carolina,45075,45075,45075-2008,68.67,2008
11783,"Pickens, SC",South Carolina,45077,45077,45077-2008,75.94,2008
11784,"Richland, SC",South Carolina,45079,45079,45079-2008,75.97,2008
11785,"Saluda, SC",South Carolina,45081,45081,45081-2008,70.495,2008
11786,"Spartanburg, SC",South Carolina,45083,45083,45083-2008,73.51,2008
11787,"Sumter, SC",South Carolina,45085,45085,45085-2008,70.42,2008
11788,"Union, SC",South Carolina,45087,45087,45087-2008,66.39,2008
11789,"Williamsburg, SC",South Carolina,45089,45089,45089-2008,70.52,2008
11790,"York, SC",South Carolina,45091,45091,45091-2008,75.765,2008
11791,"Aurora, SD",South Dakota,46003,46003,46003-2008,74.98,2008
11792,"Beadle, SD",South Dakota,46005,46005,46005-2008,72.48,2008
11793,"Bennett, SD",South Dakota,46007,46007,46007-2008,65.535,2008
11794,"Bon Homme, SD",South Dakota,46009,46009,46009-2008,76.225,2008
11795,"Brookings, SD",South Dakota,46011,46011,46011-2008,78.38,2008
11796,"Brown, SD",South Dakota,46013,46013,46013-2008,75.095,2008
11797,"Brule, SD",South Dakota,46015,46015,46015-2008,76.625,2008
11798,"Buffalo, SD",South Dakota,46017,46017,46017-2008,65.215,2008
11799,"Butte, SD",South Dakota,46019,46019,46019-2008,75.81,2008
11800,"Campbell, SD",South Dakota,46021,46021,46021-2008,75.855,2008
11801,"Charles Mix, SD",South Dakota,46023,46023,46023-2008,71.42,2008
11802,"Clark, SD",South Dakota,46025,46025,46025-2008,73.845,2008
11803,"Clay, SD",South Dakota,46027,46027,46027-2008,78.795,2008
11804,"Codington, SD",South Dakota,46029,46029,46029-2008,75.99,2008
11805,"Corson, SD",South Dakota,46031,46031,46031-2008,71.615,2008
11806,"Custer, SD",South Dakota,46033,46033,46033-2008,77.28,2008
11807,"Davison, SD",South Dakota,46035,46035,46035-2008,75.69,2008
11808,"Day, SD",South Dakota,46037,46037,46037-2008,75.285,2008
11809,"Deuel, SD",South Dakota,46039,46039,46039-2008,75.31,2008
11810,"Dewey, SD",South Dakota,46041,46041,46041-2008,68.315,2008
11811,"Douglas, SD",South Dakota,46043,46043,46043-2008,68.15,2008
11812,"Edmunds, SD",South Dakota,46045,46045,46045-2008,73.78,2008
11813,"Fall River, SD",South Dakota,46047,46047,46047-2008,75.41,2008
11814,"Faulk, SD",South Dakota,46049,46049,46049-2008,72.94,2008
11815,"Grant, SD",South Dakota,46051,46051,46051-2008,74.615,2008
11816,"Gregory, SD",South Dakota,46053,46053,46053-2008,75.24,2008
11817,"Haakon, SD",South Dakota,46055,46055,46055-2008,76.13,2008
11818,"Hamlin, SD",South Dakota,46057,46057,46057-2008,75.225,2008
11819,"Hand, SD",South Dakota,46059,46059,46059-2008,76.46,2008
11820,"Hanson, SD",South Dakota,46061,46061,46061-2008,74.175,2008
11821,"Harding, SD",South Dakota,46063,46063,46063-2008,77.73,2008
11822,"Hughes, SD",South Dakota,46065,46065,46065-2008,80.32,2008
11823,"Hutchinson, SD",South Dakota,46067,46067,46067-2008,72.11,2008
11824,"Hyde, SD",South Dakota,46069,46069,46069-2008,75.595,2008
11825,"Jackson, SD",South Dakota,46071,46071,46071-2008,74.185,2008
11826,"Jerauld, SD",South Dakota,46073,46073,46073-2008,73.435,2008
11827,"Jones, SD",South Dakota,46075,46075,46075-2008,78.935,2008
11828,"Kingsbury, SD",South Dakota,46077,46077,46077-2008,75.29,2008
11829,"Lake, SD",South Dakota,46079,46079,46079-2008,78.055,2008
11830,"Lawrence, SD",South Dakota,46081,46081,46081-2008,78.785,2008
11831,"Lincoln, SD",South Dakota,46083,46083,46083-2008,80.61,2008
11832,"Lyman, SD",South Dakota,46085,46085,46085-2008,73.855,2008
11833,"McCook, SD",South Dakota,46087,46087,46087-2008,77.41,2008
11834,"McPherson, SD",South Dakota,46089,46089,46089-2008,63.92,2008
11835,"Marshall, SD",South Dakota,46091,46091,46091-2008,73.33,2008
11836,"Meade, SD",South Dakota,46093,46093,46093-2008,76.925,2008
11837,"Mellette, SD",South Dakota,46095,46095,46095-2008,72.85,2008
11838,"Miner, SD",South Dakota,46097,46097,46097-2008,75.365,2008
11839,"Minnehaha, SD",South Dakota,46099,46099,46099-2008,77.865,2008
11840,"Moody, SD",South Dakota,46101,46101,46101-2008,76.745,2008
11841,"Pennington, SD",South Dakota,46103,46103,46103-2008,78.76,2008
11842,"Perkins, SD",South Dakota,46105,46105,46105-2008,73.285,2008
11843,"Potter, SD",South Dakota,46107,46107,46107-2008,76.33,2008
11844,"Roberts, SD",South Dakota,46109,46109,46109-2008,73.61,2008
11845,"Sanborn, SD",South Dakota,46111,46111,46111-2008,73.91,2008
11846,"Shannon, SD",South Dakota,46113,46113,46113-2008,67.625,2008
11847,"Spink, SD",South Dakota,46115,46115,46115-2008,72.735,2008
11848,"Stanley, SD",South Dakota,46117,46117,46117-2008,78.79,2008
11849,"Sully, SD",South Dakota,46119,46119,46119-2008,79.035,2008
11850,"Todd, SD",South Dakota,46121,46121,46121-2008,69.88,2008
11851,"Tripp, SD",South Dakota,46123,46123,46123-2008,76.825,2008
11852,"Turner, SD",South Dakota,46125,46125,46125-2008,77.265,2008
11853,"Union, SD",South Dakota,46127,46127,46127-2008,77.795,2008
11854,"Walworth, SD",South Dakota,46129,46129,46129-2008,73.765,2008
11855,"Yankton, SD",South Dakota,46135,46135,46135-2008,77.21,2008
11856,"Ziebach, SD",South Dakota,46137,46137,46137-2008,65.87,2008
11857,"Anderson, TN",Tennessee,47001,47001,47001-2008,72.61,2008
11858,"Bedford, TN",Tennessee,47003,47003,47003-2008,66.025,2008
11859,"Benton, TN",Tennessee,47005,47005,47005-2008,68.165,2008
11860,"Bledsoe, TN",Tennessee,47007,47007,47007-2008,64.22,2008
11861,"Blount, TN",Tennessee,47009,47009,47009-2008,74.435,2008
11862,"Bradley, TN",Tennessee,47011,47011,47011-2008,70.045,2008
11863,"Campbell, TN",Tennessee,47013,47013,47013-2008,61.545,2008
11864,"Cannon, TN",Tennessee,47015,47015,47015-2008,69.555,2008
11865,"Carroll, TN",Tennessee,47017,47017,47017-2008,66.275,2008
11866,"Carter, TN",Tennessee,47019,47019,47019-2008,68.8,2008
11867,"Cheatham, TN",Tennessee,47021,47021,47021-2008,69.855,2008
11868,"Chester, TN",Tennessee,47023,47023,47023-2008,67.605,2008
11869,"Claiborne, TN",Tennessee,47025,47025,47025-2008,63.755,2008
11870,"Clay, TN",Tennessee,47027,47027,47027-2008,64.92,2008
11871,"Cocke, TN",Tennessee,47029,47029,47029-2008,65.77,2008
11872,"Coffee, TN",Tennessee,47031,47031,47031-2008,73.645,2008
11873,"Crockett, TN",Tennessee,47033,47033,47033-2008,64.705,2008
11874,"Cumberland, TN",Tennessee,47035,47035,47035-2008,73.01,2008
11875,"Davidson, TN",Tennessee,47037,47037,47037-2008,72.45,2008
11876,"Decatur, TN",Tennessee,47039,47039,47039-2008,64.83,2008
11877,"DeKalb, TN",Tennessee,47041,47041,47041-2008,63.685,2008
11878,"Dickson, TN",Tennessee,47043,47043,47043-2008,70.16,2008
11879,"Dyer, TN",Tennessee,47045,47045,47045-2008,66.385,2008
11880,"Fayette, TN",Tennessee,47047,47047,47047-2008,69.59,2008
11881,"Fentress, TN",Tennessee,47049,47049,47049-2008,64.45,2008
11882,"Franklin, TN",Tennessee,47051,47051,47051-2008,69.745,2008
11883,"Gibson, TN",Tennessee,47053,47053,47053-2008,64.005,2008
11884,"Giles, TN",Tennessee,47055,47055,47055-2008,66.055,2008
11885,"Grainger, TN",Tennessee,47057,47057,47057-2008,61.62,2008
11886,"Greene, TN",Tennessee,47059,47059,47059-2008,66.6,2008
11887,"Grundy, TN",Tennessee,47061,47061,47061-2008,61.215,2008
11888,"Hamblen, TN",Tennessee,47063,47063,47063-2008,67.595,2008
11889,"Hamilton, TN",Tennessee,47065,47065,47065-2008,72.895,2008
11890,"Hancock, TN",Tennessee,47067,47067,47067-2008,62.455,2008
11891,"Hardeman, TN",Tennessee,47069,47069,47069-2008,61.375,2008
11892,"Hardin, TN",Tennessee,47071,47071,47071-2008,65.85,2008
11893,"Hawkins, TN",Tennessee,47073,47073,47073-2008,67.44,2008
11894,"Haywood, TN",Tennessee,47075,47075,47075-2008,64.33,2008
11895,"Henderson, TN",Tennessee,47077,47077,47077-2008,66.89,2008
11896,"Henry, TN",Tennessee,47079,47079,47079-2008,69.535,2008
11897,"Hickman, TN",Tennessee,47081,47081,47081-2008,66.085,2008
11898,"Houston, TN",Tennessee,47083,47083,47083-2008,68.01,2008
11899,"Humphreys, TN",Tennessee,47085,47085,47085-2008,70.82,2008
11900,"Jackson, TN",Tennessee,47087,47087,47087-2008,63.73,2008
11901,"Jefferson, TN",Tennessee,47089,47089,47089-2008,67.86,2008
11902,"Johnson, TN",Tennessee,47091,47091,47091-2008,64.5,2008
11903,"Knox, TN",Tennessee,47093,47093,47093-2008,74.365,2008
11904,"Lake, TN",Tennessee,47095,47095,47095-2008,57.68,2008
11905,"Lauderdale, TN",Tennessee,47097,47097,47097-2008,62.64,2008
11906,"Lawrence, TN",Tennessee,47099,47099,47099-2008,65.48,2008
11907,"Lewis, TN",Tennessee,47101,47101,47101-2008,67.665,2008
11908,"Lincoln, TN",Tennessee,47103,47103,47103-2008,67.585,2008
11909,"Loudon, TN",Tennessee,47105,47105,47105-2008,72.795,2008
11910,"McMinn, TN",Tennessee,47107,47107,47107-2008,68.575,2008
11911,"McNairy, TN",Tennessee,47109,47109,47109-2008,65.985,2008
11912,"Macon, TN",Tennessee,47111,47111,47111-2008,66.785,2008
